location	distance	lucky_number
sxk9f1	8.48693323	0
sxkbm7	44.27725758	1299
sxkb86	29.06003376	41
sxk4pt	47.46910758	0
sxk927	17.79703535	0
sxkbgj	30.86388001	0
sxk9j9	16.5423581	0
sxk3t5	27.2783083	22
sx7ghq	92.22276061	0
sxkc2x	17.22007447	649
sx7fme	84.46321882	830
sxk97k	9.940521064	798
sxk1cv	68.29357739	680
sxk6mw	27.52503441	0
sxk9mn	8.400140197	0
sxk3bb	42.53409555	619
sxk9mp	7.822595367	0
sxk8xm	25.71213389	1299
sxk1w7	51.95258078	0
sxk3bs	43.41211393	0
sxk3wd	22.00702635	0
sxk3f6	36.96668621	774
sxk9nj	14.89320699	157
sxk3xh	19.9270832	0
sxk6mu	26.18646595	0
sxk9b2	14.96210425	817
sxk9r4	14.46512789	712
sxk9d7	8.943926778	0
sxk3zh	19.46064912	0
sxk384	45.60516559	1536
sxk9nr	14.2449898	961
sxk676	34.49020824	0
sxk1cy	68.30424942	0
sxk93q	13.7162318	499
sxk97z	7.608227654	0
sxk9d5	9.727576115	0
sxk9hm	13.47021613	0
sxkbk7	41.58560264	1076
sxk94r	14.35043968	0
sxk3x0	20.59663272	1069
sxkc1d	24.60665019	0
sxk1fp	67.39970326	711
sxk992	13.04317639	0
sxk3rg	19.3629644	0
sxk9cd	10.25770263	914
sx7fqz	80.21437921	865
sx7fms	84.53260862	214
sxk3sg	28.18549609	0
sxkdnb	9.604177347	0
sxkcv1	32.17500902	0
sxkbg0	32.77891742	409
sxk99f	10.83244141	792
sxkbg8	34.19725727	0
sxk3xp	19.61098848	1337
sxkde4	14.81317048	0
sxk3pw	21.81689225	0
sxk3zx	17.77323395	0
sxk9t9	7.61034239	748
sxkc02	22.09048733	0
sxk964	13.3789998	278
sxkb6p	34.22380075	0
sxkbfz	29.39635202	0
sxkcvy	34.95558618	0
sxkbbf	26.08341608	0
sxk326	45.56838895	789
sxk3gr	33.3569617	0
sxk9t1	6.685628922	0
sxk9d7	8.943926778	0
sxkc07	20.75249592	0
sxk92h	18.25777504	743
sxk6kc	29.01527754	0
sxk91u	16.8892693	0
sxk9tc	8.190021562	0
sx7ftz	84.67940577	0
sxkbgw	32.02177861	1146
sxk3rr	19.94590911	0
sxk9dh	9.433450919	0
sxk9kf	10.55721118	592
sxk3ht	31.69754077	0
sxk9dw	7.239074718	0
sxk8vx	17.72219645	22
sx7cxu	75.80418939	0
sxk8xx	25.03630281	0
sxk37r	34.09355018	0
sxk3p4	24.76703273	1291
sxk92v	15.58336862	115
sxk901	22.41508678	458
sxk3z9	17.65462118	156
sxk9tc	8.190021562	940
sxkbgj	30.86388001	1448
sxk96m	11.37999906	438
sxk9mg	11.20478284	0
sxk3bm	44.34398265	328
sxk3ww	21.52054149	0
sxkbkt	41.40163719	0
sxkbf8	31.40501133	0
sxkfn3	36.92732767	0
sxk9dw	7.239074718	0
sxk3bq	44.36296133	0
sxk91m	17.49850829	0
sxk1fj	67.37236655	302
sxk9p8	20.35978055	1356
sxk96c	12.38066316	0
sxk3pj	23.67547169	1583
sxk3we	21.86077909	0
sxkbg7	32.33761579	0
sxk3qv	22.11702975	0
sxk1gg	60.91718075	0
sxkbvg	40.07130987	0
sxk9b7	14.84519502	339
sxk92s	16.69016974	0
sxk3ke	30.31412249	0
sxkcub	31.28573588	0
sxk6mt	27.2739304	721
sxk9gh	4.74641707	0
sxk1xd	47.43570341	821
sxk3x0	20.59663272	297
sxk3xg	17.40055118	0
sx7cu3	88.57620824	1178
sxk3g3	33.29992227	331
sxk9x2	12.86875171	0
sxk8z2	24.06526736	0
sxk1ek	62.92536109	1336
sxk3xg	17.40055118	1264
sxkd8c	18.68795972	1066
sxk9hv	13.58205485	762
sxk9hm	13.47021613	875
sxk40j	74.95578696	0
sxk3z9	17.65462118	0
sxkbbx	23.16223026	1004
sxk3w0	24.1110906	0
sxk1fq	66.46228364	0
sxk8ye	21.23258556	0
sxk3ww	21.52054149	300
sxk3jw	28.11558195	382
sxkc5m	29.03538811	0
sxk9nr	14.2449898	102
sxkdrg	16.09177731	0
sxkcez	27.65573057	0
sxkcez	27.65573057	0
sxkb6t	36.33360715	750
sxk6ph	20.20403596	1228
sxk9yv	9.190960857	586
sxkc27	17.62684638	1263
sxk9s0	6.820996541	0
sxk3k8	30.95924828	0
sxk9n0	17.70692701	0
sxk9t9	7.61034239	47
sxk982	16.31133452	0
sxk3kz	28.7171871	0
sxkc06	21.19023721	247
sxkc1k	23.12572277	0
sxk1xc	46.59873949	0
sxk448	65.58113014	1363
sxkd2g	16.25442568	456
sxk96p	11.16452102	0
sxk3e6	33.74126417	0
sxk9my	9.640891123	0
sxkde4	14.81317048	1607
sxk37c	33.33063443	0
sxk9wd	9.880286768	0
sxk9my	9.640891123	0
sxk9n7	16.39598169	0
sxk9r7	14.70502172	0
sxkbg9	33.81676026	0
sxk9jp	12.53338689	0
sxkb8h	27.5384534	1555
sxk9p7	18.33398454	0
sxk6xe	22.8979986	0
sxkb90	31.56394785	0
sxk9kc	11.16076352	0
sxkcdj	21.41604114	811
sxk4rt	48.32608132	1227
sxk6nu	21.09201313	201
sxkbsm	37.50840859	0
sxkdkb	8.120093373	0
sxk9tc	8.190021562	0
sxk9rg	16.12671445	0
sx7cww	80.34290762	0
sxk4jh	56.5554593	0
sxk3kf	29.65333303	0
sxk9n1	17.13750764	0
sxkde3	13.95754208	283
sxk9mk	9.864425749	0
sxk3x5	20.06863553	144
sx7fr9	77.01196195	70
sxk96y	9.757407425	0
sxkc38	22.50478442	0
sxk9qq	10.78747137	0
sxk9dz	6.146906596	0
sxkceq	25.88694914	915
sxkdqs	13.21685527	0
sxk8zh	21.46889511	0
sxkc60	24.10236728	1261
sxk4pf	46.3570607	0
sx7ghm	92.05398658	0
sxk8z3	23.52248031	1612
sxk9jk	14.53101269	0
sxk9nw	15.24945974	1113
sxk1fu	64.60294513	0
sxk1ud	58.15870528	0
sxkbjz	47.28964506	954
sxk96v	10.26285523	0
sxk36u	36.32068117	466
sxk93f	13.97644712	0
sxk99j	12.63366793	1617
sxkc5k	29.32499819	0
sxkdhn	6.786137506	0
sxk935	15.56285522	633
sxkcd5	21.66178945	0
sxkbg0	32.77891742	0
sxk9r2	15.98720711	1563
sxk8xz	25.48766856	0
sxk9n4	16.57108491	734
sxk9r1	14.91160682	0
sxk98u	13.69781235	0
sxkb9f	32.21181192	561
sxkf2c	18.55754422	0
sxk4pr	48.54797121	0
sxkdnb	9.604177347	1272
sxk9e0	8.226506333	573
sxk33d	41.0934025	0
sxk3kf	29.65333303	0
sxkc2x	17.22007447	0
sxk323	45.713783	0
sxk3hv	30.86515754	0
sxk9kh	9.246457125	334
sxk1gg	60.91718075	0
sxk94q	14.87584674	609
sxk6pd	18.11308898	0
sxk9b3	14.89816092	411
sxk96h	12.45045559	0
sxk968	13.35599727	0
sxkb8h	27.5384534	137
sx7cw9	80.53462384	0
sxkb6q	35.27704998	678
sxk68d	45.585992	0
sxk4pr	48.54797121	1525
sxk6kd	30.07587946	0
sxk3yc	20.41327149	625
sxk66z	37.15184757	0
sxk982	16.31133452	0
sxkc0m	19.90450455	0
sxk9c5	12.08086853	0
sxkbj9	49.19368726	916
sxkcu9	30.3334259	0
sxk1cy	68.30424942	0
sxk6t2	28.88243645	0
sxk9kc	11.16076352	1635
sxk4h1	60.09170916	193
sxk6mt	27.2739304	324
sxkb8c	30.54699255	1252
sxk6ts	29.25563755	487
sxkbgr	30.91409048	256
sx7cwq	81.26386202	0
sxk1dz	64.66066712	0
sxkb6n	34.70739781	0
sxk3jm	29.21659372	272
sxkbg8	34.19725727	0
sxk4h1	60.09170916	1182
sxkbhs	45.33040159	0
sxk91r	16.57489492	0
sxk38w	43.5276882	0
sxkb73	39.98704184	1064
sxk9q1	12.72342683	110
sxk96c	12.38066316	523
sxk1ud	58.15870528	0
sxkb73	39.98704184	0
sxkc6n	22.55626394	1148
sxkc1d	24.60665019	0
sxkbgr	30.91409048	1527
sxk329	44.8194169	0
sxk3se	29.09359922	0
sxk38y	42.6084084	0
sxk96p	11.16452102	869
sxk9qf	13.84098215	0
sxkc53	30.25140433	1455
sxk38z	42.56687666	0
sxk1b9	72.91246703	0
sxk3x0	20.59663272	0
sxk3ce	39.72411254	0
sxk9pm	17.36876398	0
sxk9eh	6.376668252	0
sxk92y	15.25485825	0
sxkbsk	37.89147499	0
sxkd1e	11.33593587	0
sxk93t	13.36122822	1480
sxk9hv	13.58205485	0
sxkf1w	20.37541512	1413
sxk3wc	21.28484738	0
sxkd9d	17.3755372	566
sxk3rt	19.5969807	1636
sxk3ky	28.88096159	0
sxk92j	17.95720589	0
sxk3c7	40.64555232	0
sxk91v	16.38272169	0
sxk3qf	22.89330493	0
sxkbgh	31.23234218	1465
sxk6kd	30.07587946	0
sxk9mk	9.864425749	0
sxk9ku	9.353191363	0
sxk9q7	12.20556355	0
sxk9px	17.06685477	1563
sx7cv2	84.9052538	0
sxkc65	23.2699283	159
sxkcfe	22.93398736	283
sxk6pt	18.62820906	47
sxk1dz	64.66066712	0
sxk979	11.39106978	0
sxk96r	10.48855229	0
sxk4hd	58.29190478	1270
sxkcer	25.82038743	121
sxkds3	13.43509872	1535
sxkbf8	31.40501133	0
sxk96c	12.38066316	0
sxkd1k	12.43104876	0
sxkbg0	32.77891742	0
sxk92b	17.45598751	784
sxkc92	19.53603875	1593
sxk98b	14.65239543	714
sxkbg8	34.19725727	0
sxk1tx	54.53190632	1285
sxk9gh	4.74641707	429
sxkcd1	21.97295038	0
sxkc25	16.86825788	994
sxk3sp	30.61407896	0
sxkbv7	38.47195149	1296
sxkc5n	27.93399711	228
sxk903	21.775394	0
sxk3t9	25.73283986	0
sxk37d	34.00878496	1503
sxk9kv	8.753148238	1612
sxk3rr	19.94590911	756
sxkdkx	12.23918825	929
sxk3xk	19.02810223	1639
sxk9ys	8.212057747	0
sx7fvc	84.92805331	1254
sxk9me	10.7881151	1444
sx7fvb	84.80161632	0
sxk1w0	53.07858931	697
sxhzvw	50.53564417	0
sxk6x7	23.61255569	95
sxk35r	35.48236673	0
sxk92e	17.03496643	0
sxk9e2	7.735537273	104
sxk6sg	31.35451355	0
sxk9p4	18.30591671	213
sxk9nh	15.44854615	0
sxk1fu	64.60294513	0
sxkc0q	19.49545028	1261
sxk6p9	17.97973383	0
sxk9f1	8.48693323	0
sxk900	22.85376563	1483
sxkc9b	21.27596188	1350
sxk3p7	23.66352583	669
sxk9md	11.34658633	480
sxkbgx	31.6859882	148
sxkc0n	18.81207261	0
sxk9f8	6.809684951	0
sxk6u1	35.55786467	0
sxk9e3	7.208615645	0
sxkd41	9.152792472	0
sxkc83	15.87898858	0
sx7cmw	84.3755372	134
sxkbf8	31.40501133	0
sxk3rx	19.09200105	0
sxk9n1	17.13750764	0
sxk8z7	22.44750322	525
sxk3cg	38.80267261	0
sxk90m	20.05544997	0
sxk9jq	13.34926109	0
sxk3gq	33.31942038	0
sxk36s	37.21343111	0
sx7cxu	75.80418939	1213
sxkbhk	44.71680091	0
sxk9j1	16.1372946	0
sxk40n	75.00488366	343
sxkdd3	15.3702272	1342
sxk98t	14.40684294	0
sxk3x2	19.72788901	0
sxk1fv	64.60875731	1169
sxk8xz	25.48766856	0
sxkb6u	37.39319753	0
sxk9f0	8.597956846	0
sxk9p8	20.35978055	0
sxk9qg	13.38678268	0
sxkc01	21.02247803	1521
sxk3r1	22.37169997	173
sxk9r9	16.21096081	1372
sxkbbc	26.56011079	1200
sxk9tx	5.135308269	0
sxk93s	13.76210415	406
sxk92h	18.25777504	1522
sx7gj0	88.59555284	0
sxk9ed	6.221041596	0
sxk9k2	11.63587667	1389
sxk1tt	54.60536411	0
sxk972	12.23739814	0
sxk924	18.90396537	0
sxk98m	15.29965195	1438
sxk90u	19.17466243	194
sxk6db	37.35591705	1066
sxk9me	10.7881151	456
sxk1gg	60.91718075	0
sx7cwq	81.26386202	0
sxk9g9	3.123552459	0
sxkc24	17.23118539	1242
sxk94n	15.36029339	1609
sxk9rs	15.02265612	710
sxk3zr	18.68630697	871
sxk9yv	9.190960857	0
sxkbdx	31.82587636	1429
sxk40k	73.99306841	0
sxk9fx	6.986672907	0
sx7ghd	90.68238912	0
sxk66m	38.53209317	712
sxk3ks	30.12084386	0
sxkbfu	30.50461073	0
sxk8yt	20.10984775	0
sxk9m4	10.74791219	0
sxk3th	27.17381264	775
sxk9rq	13.55044575	261
sxk35r	35.48236673	0
sxkb8h	27.5384534	725
sxkf32	19.96030654	376
sxkd1u	10.80854145	408
sx7fpz	75.97556078	0
sxk3rk	20.69480695	224
sxk6u1	35.55786467	1225
sxk93b	14.91035627	520
sxk60n	45.72669544	699
sxk3g2	33.32969191	0
sxk3ks	30.12084386	0
sxk1ek	62.92536109	0
sxkc0b	23.35548465	0
sxk93p	14.14891919	0
sxk933	15.69227902	1283
sxk1tr	55.45257211	0
sxkc17	23.50364835	0
sxk6qt	23.94912166	0
sx7fky	87.42132851	1594
sxk992	13.04317639	0
sxkdnb	9.604177347	1337
sxkdeb	12.96965311	0
sxk9w0	9.263460317	0
sxk6mw	27.52503441	137
sxk9bq	14.95409992	1101
sxkbg2	33.4828819	0
sx7cx4	78.64791802	670
sxk8zc	24.43780133	0
sxk92u	15.92858555	0
sxkd7c	8.761333853	0
sxk1t6	55.68375681	660
sxkc02	22.09048733	0
sx7cww	80.34290762	0
sxk1u6	59.08012671	1058
sxk8zk	21.91583298	0
sxk9gn	5.047073538	528
sxk6mw	27.52503441	0
sxkbbd	25.50949463	1561
sxk6p9	17.97973383	1034
sxk3jk	29.50444009	0
sxk93w	12.97679126	0
sxk1u5	59.99574532	106
sxkbsb	40.87633201	1
sxk9f1	8.48693323	0
sxk8z4	22.55729024	0
sxk6px	19.06217547	1592
sxkbg7	32.33761579	0
sxkcd1	21.97295038	265
sxk900	22.85376563	0
sxk66w	37.83204782	0
sxk3kv	29.05668303	1263
sxkc9b	21.27596188	0
sxkc0u	21.69155772	518
sx7cxk	77.64469537	0
sxk93p	14.14891919	1508
sxkdjn	7.217061484	0
sxkdhn	6.786137506	321
sxkcex	26.73792408	0
sxkbbe	25.027778	0
sxk9t9	7.61034239	1330
sxk9fu	5.661754174	0
sxkd1u	10.80854145	0
sxkf1v	21.06298191	965
sxk9kv	8.753148238	0
sxkd2t	17.72944284	1414
sxkbdc	35.09308753	1572
sxk98r	15.0506382	0
sxkbug	36.89556593	649
sxk3ce	39.72411254	1522
sxk3xt	17.99554983	1633
sx7ctz	83.0819672	0
sxkb9t	30.20572249	1383
sxk3ke	30.31412249	0
sxkd2g	16.25442568	0
sxk3jk	29.50444009	0
sxk656	33.53629247	331
sxkb73	39.98704184	0
sxkbsp	36.02631045	0
sxk9nd	17.36232689	458
sxkbgh	31.23234218	0
sxk33x	40.41889028	886
sxkc2z	18.05794701	238
sxk91h	18.5609953	0
sxkbfx	28.65189161	110
sxkd1q	13.01625301	1441
sxk3g4	34.20268133	0
sxkceq	25.88694914	0
sxk67f	32.71819348	1453
sxk9ms	10.23570304	0
sxk8ym	19.75156773	0
sxkbjf	49.40340764	0
sx7ghq	92.22276061	916
sxk938	15.50373185	0
sxk9mk	9.864425749	1037
sxk325	46.33152952	999
sxkc3p	18.90364385	1111
sxk8vx	17.72219645	0
sxk3z4	19.46337903	1259
sxk3pr	22.22514117	0
sxk1t4	56.60107232	337
sxk6x0	23.28446047	0
sxkb8h	27.5384534	0
sxk1w2	52.1643302	0
sxkbf8	31.40501133	346
sxk9pw	17.51114919	0
sxk999	11.93766656	0
sxk1v1	56.32836995	0
sxk67h	35.7121239	1227
sxk9n6	16.94623242	0
sxkdr5	13.99696247	845
sxkbgd	33.44311472	0
sxk3z2	18.62558036	0
sxk91q	17.03198684	0
sxk9rf	16.50589299	56
sxk1td	54.76659112	0
sxk90x	18.55212022	250
sxk9pb	20.91191944	799
sxk8z7	22.44750322	0
sxk4r9	47.83702538	1226
sxk8zt	21.87592025	885
sxk9km	8.578702201	0
sxk97z	7.608227654	0
sxkbbs	24.55183921	442
sxk93q	13.7162318	1392
sxk3z1	19.49353545	0
sxk18j	74.84826451	216
sxk3sp	30.61407896	1573
sxk3e3	33.84805583	345
sxk9nf	17.81649964	1185
sxk9m4	10.74791219	0
sxk3ek	33.56009962	0
sxk3se	29.09359922	0
sx7cmw	84.3755372	195
sxkbu5	34.5809224	0
sxkc27	17.62684638	0
sxk1xc	46.59873949	153
sxkcv6	33.07720348	0
sxk962	13.83210775	0
sxk4pq	48.46153657	0
sxkc98	20.40372137	343
sxk9q2	13.72268456	697
sxk9kd	10.4447273	1423
sxkbhm	44.2577075	0
sxk6k6	30.95431756	1288
sxk4r9	47.83702538	1123
sxk9qp	9.717821092	0
sxk9bf	13.0180486	431
sxk4pq	48.46153657	806
sx7cv1	85.81197598	7
sxkd5x	7.860735759	1325
sxk3nw	24.89222071	522
sxk3ks	30.12084386	1132
sxk9m6	11.01276779	691
sxkc5p	27.6569319	714
sxkf32	19.96030654	0
sxk3bp	45.31028871	1021
sxk372	35.27467374	0
sxkbdx	31.82587636	1043
sxk94r	14.35043968	1508
sxk1w0	53.07858931	0
sxkb86	29.06003376	1022
sxk9bc	13.06242241	0
sxk9jz	13.39713746	0
sxk67h	35.7121239	0
sxk93f	13.97644712	1625
sxkb5z	42.11805625	0
sxkbd2	34.32989311	226
sxk9t0	7.250615458	105
sxk3rz	18.24471246	1010
sxk6k7	31.1394544	0
sxkd1w	12.23619727	0
sxk9b3	14.89816092	979
sxk66m	38.53209317	93
sxk9kv	8.753148238	422
sxk9cc	9.399521697	0
sxk9m3	11.59266185	244
sxkc98	20.40372137	0
sxk9j5	14.93248072	65
sxkc6p	22.34679166	0
sxk91r	16.57489492	0
sxk9sz	3.016594267	830
sxk92f	16.66493637	0
sxk3wt	21.61725956	0
sxk3f7	36.95979231	1556
sxk1w2	52.1643302	0
sxk1rq	48.6991962	0
sxk3pr	22.22514117	930
sxkc20	17.99745395	0
sxk3r8	21.11801834	605
sxk9qm	11.24679969	0
sxk6pe	18.26595023	0
sxk66z	37.15184757	0
sxkc29	19.08092604	172
sxkbu0	35.6547285	1220
sxk925	18.5736167	0
sxk91t	16.92468796	0
sxkc07	20.75249592	1439
sxk9hv	13.58205485	860
sxk9t3	7.103358704	0
sxkb8f	30.03400755	0
sxk9f8	6.809684951	1302
sx7ck9	88.39471496	0
sxkc15	22.79101488	1029
sxk3g4	34.20268133	0
sx7fkw	88.33396511	0
sxk3xe	18.28670514	0
sxk3c4	41.57348587	0
sxk9sy	3.533637267	0
sxk3pj	23.67547169	574
sxk4pq	48.46153657	0
sxk3t9	25.73283986	0
sxk901	22.41508678	0
sxk9bn	15.8689968	0
sxkf2d	18.04686398	0
sxkbmp	41.97757928	0
sxk3p5	24.39328075	1489
sxk9mh	9.567884789	321
sxkc3u	22.17595964	115
sxkbm7	44.27725758	0
sxkb8v	28.51836016	0
sxkc2c	19.84074167	399
sxk3c4	41.57348587	0
sxkd48	7.22174201	952
sxk326	45.56838895	0
sxk1b9	72.91246703	779
sxk9dm	8.335020861	0
sxkdhx	7.365710694	938
sxk9uc	2.137682912	0
sxk93g	13.52678541	0
sxk3pj	23.67547169	1147
sxk9ky	8.154802438	1317
sxk9d0	10.77124213	0
sxk1ek	62.92536109	0
sxkc05	20.11171383	0
sxk6ms	27.03432668	0
sxk9dh	9.433450919	0
sxk3sg	28.18549609	0
sxk39j	41.74051823	0
sxk9k4	10.46275094	0
sxk99h	12.8259048	0
sxkfpq	40.97563988	0
sxkd41	9.152792472	0
sxk38x	43.48695831	984
sxk3tc	24.8385412	0
sxk1tc	53.91792554	0
sxk1ct	69.21479184	1443
sxk93p	14.14891919	0
sxk60q	44.81585021	0
sxk6rc	18.73893797	20
sxk9qe	12.77656734	0
sxkf1v	21.06298191	0
sxkc21	17.60787205	0
sxk1fp	67.39970326	0
sxk90y	18.29464471	0
sxk33u	39.89966823	0
sxk9kg	9.954624883	1633
sxk8xs	26.6653672	783
sxk1ej	63.80404161	0
sxk1xf	46.52030593	282
sxk938	15.50373185	779
sxk9px	17.06685477	0
sxk6qy	23.43075614	78
sxkb96	31.08718974	1311
sxk3r2	21.89349138	0
sxk4pb	46.2644952	30
sxkc65	23.2699283	1071
sxk9r0	15.36944677	208
sxk92z	14.94415621	608
sxk36u	36.32068117	0
sx7ghd	90.68238912	0
sxk1b9	72.91246703	779
sxkb6q	35.27704998	744
sxk9m2	12.17564563	983
sxkcfq	22.08463571	345
sxk90h	21.15058729	0
sxk90z	17.86977536	570
sxk97r	8.274099199	0
sxk9e6	6.696082838	0
sxk93g	13.52678541	0
sxk91h	18.5609953	0
sxk9s0	6.820996541	0
sxk935	15.56285522	0
sxk367	38.26112286	0
sxk92e	17.03496643	0
sxk3eg	31.82261652	0
sxk99x	10.53183549	150
sxk986	15.84374243	414
sxk91u	16.8892693	0
sxk1wh	52.81481264	979
sx7fmm	85.51937852	0
sxk9qm	11.24679969	0
sxk4r9	47.83702538	0
sxkc5s	30.13729001	0
sx7fwj	83.54391238	356
sxkc5q	28.75586523	0
sxkcdm	22.32452159	0
sxkbfv	30.12731166	1016
sxk9v0	3.243305914	0
sxkd1e	11.33593587	0
sxk9hr	12.24732113	701
sxkc38	22.50478442	512
sxk9t2	7.637537328	1096
sxk8xs	26.6653672	0
sx7ckc	87.47986961	0
sxkdmy	12.80499895	1453
sxk9qq	10.78747137	0
sxkd84	21.10457153	0
sxk8yb	23.28189651	0
sxkbhm	44.2577075	0
sxk9jc	16.81728239	0
sxk3jw	28.11558195	677
sxk9m6	11.01276779	0
sxk97k	9.940521064	0
sxk6t4	30.25612316	457
sxkc61	23.8124228	0
sxk9jh	14.3312249	0
sxkc08	22.71306177	495
sxk3tc	24.8385412	1011
sxkc15	22.79101488	1619
sxk9tk	5.596569463	915
sxkbm6	44.68619105	0
sx7fw5	83.32688185	0
sxk9q1	12.72342683	0
sxk987	15.64059198	0
sxk9qb	14.78343019	0
sxk336	41.98605475	1161
sxk9d6	9.293875804	0
sx7fqu	79.96556351	1462
sxkfnd	37.90644586	0
sxk3xb	18.00625648	0
sxk1fj	67.37236655	1111
sxk1qy	50.51913498	1133
sxk9p2	19.83519344	363
sxk40n	75.00488366	0
sxkc5p	27.6569319	0
sxkd1c	10.00428199	233
sxk1t9	54.83386671	0
sxk3r4	22.07608802	0
sxk1w7	51.95258078	0
sxk33f	40.20207915	1359
sxk3n4	27.76171715	985
sxkdqs	13.21685527	202
sxk8zm	21.388428	0
sxk99j	12.63366793	0
sxkbhf	46.85895219	0
sxk9nj	14.89320699	49
sxk8xq	25.16029546	0
sxk9ph	17.29604651	0
sxk680	46.99623462	1259
sxk6su	31.64396026	0
sxk8zh	21.46889511	1292
sxkbs6	38.67523154	1340
sxkbgb	34.92140461	0
sxkc15	22.79101488	0
sxk3we	21.86077909	0
sxk3rq	20.18010796	0
sxk3sv	27.99609865	0
sxk9mg	11.20478284	422
sxkc2e	18.40037191	666
sxk3jp	29.50784615	616
sxk972	12.23739814	554
sxk938	15.50373185	600
sxk6we	25.83455648	0
sxk91j	18.10115352	0
sxkf2c	18.55754422	0
sxkf25	16.83291679	406
sxk456	62.88630299	638
sxk93r	13.36996041	0
sxk3sk	29.90734076	0
sx7fqz	80.21437921	0
sxkd2q	18.8307243	0
sxk6th	30.84093126	0
sxk9td	7.126724343	1011
sxkbsn	36.40437066	489
sxkc0r	19.09721561	0
sxk6nu	21.09201313	94
sxkdmy	12.80499895	787
sxk9ec	6.433530625	1083
sx7fwh	83.43322717	0
sxk3qy	21.88633739	0
sxk96y	9.757407425	371
sxk1u4	60.00154953	0
sxk6xd	22.51206102	829
sxk91t	16.92468796	561
sxk1ud	58.15870528	0
sxk3r5	21.79362627	1012
sxkd8c	18.68795972	846
sxk9kw	8.008696016	0
sxk96n	11.57675192	0
sxkf1r	19.72602705	0
sxk6ts	29.25563755	1327
sxk3r0	22.67994793	0
sxk9ph	17.29604651	0
sxk1cv	68.29357739	1283
sxk3qg	22.62098203	0
sxkde4	14.81317048	0
sxk8z4	22.55729024	0
sxkc20	17.99745395	630
sxkc2m	16.97626108	1121
sxkbhk	44.71680091	1393
sxkc4r	25.20611908	1160
sxk3eg	31.82261652	0
sxk99f	10.83244141	370
sxk3zr	18.68630697	0
sxkc0q	19.49545028	0
sxk3qr	23.4131709	0
sxkber	33.87810898	0
sxkc27	17.62684638	0
sxk3xp	19.61098848	0
sxk979	11.39106978	0
sxkcd9	23.74892705	238
sxk97q	8.822169883	0
sxk6xd	22.51206102	1417
sx7fky	87.42132851	0
sxk3nh	27.10510969	0
sxk9rn	12.81613746	0
sxk3er	33.37064098	1435
sxk3k8	30.95924828	0
sxkc60	24.10236728	0
sxk3qt	22.96962451	0
sxk9rt	14.65619587	0
sxk3z4	19.46337903	0
sxk3jw	28.11558195	1163
sxk3ff	35.12400887	0
sxk98q	15.16333206	0
sxk3bq	44.36296133	0
sxk96j	12.00598281	0
sxk92j	17.95720589	429
sxk6es	35.74415107	339
sxkd42	8.066731877	0
sxk6k6	30.95431756	0
sxkc65	23.2699283	0
sxk9e6	6.696082838	0
sxkcdd	23.59750303	359
sxk3t4	27.39605616	835
sxk1em	62.88393783	0
sxk66x	38.02256349	0
sxk98k	15.45897289	0
sxkd1p	14.12032318	623
sxk6ts	29.25563755	0
sxk1rg	47.23312029	0
sxk6k6	30.95431756	0
sxkc6p	22.34679166	1519
sxk3jh	30.31814193	0
sxk66m	38.53209317	1098
sxkcf3	22.0493024	1060
sxk93z	11.87363249	0
sxk987	15.64059198	0
sxkdnb	9.604177347	0
sxkc6j	22.78022759	0
sxk3xh	19.9270832	1207
sxk9dq	8.082921534	0
sxk93k	14.46155972	0
sx7cwp	82.16079415	0
sxk3xk	19.02810223	0
sxkdk4	9.21141431	96
sxk96u	10.77929397	502
sxk98f	14.13031539	1553
sxk19q	70.21354527	0
sxk40m	74.03783126	0
sxk9m1	11.34133546	0
sxkdkk	10.3778789	0
sxk91h	18.5609953	727
sxk33t	40.66246163	0
sxkcex	26.73792408	0
sxk19j	71.16631785	0
sxkb9d	31.6410356	0
sxk3xj	19.80340725	0
sxkc2d	18.73376155	0
sxk4re	48.06662071	0
sxk3ek	33.56009962	891
sxk1gh	63.6815887	0
sxk8zd	23.43760123	1075
sxkcej	25.05574508	0
sxkcv6	33.07720348	0
sxk9ej	5.981469628	1177
sx7cm5	86.41083495	157
sxk3j5	30.6079108	0
sxk6qz	23.73869961	0
sxk97m	9.378082353	0
sxk3ww	21.52054149	0
sxk3j5	30.6079108	0
sxk9nd	17.36232689	0
sxk9m7	10.43647849	0
sxk3qv	22.11702975	0
sxk9k2	11.63587667	1049
sxkc0v	21.29916392	0
sx7ghq	92.22276061	999
sxk8xy	26.01827204	322
sxk1dx	65.58159582	1087
sxk9n4	16.57108491	1046
sxkbgm	31.61021408	0
sxk96e	11.79189798	0
sxkbfz	29.39635202	0
sxk6u1	35.55786467	0
sxk9qn	10.18862992	797
sxk9d4	10.05033635	0
sxk3ke	30.31412249	0
sxk6t4	30.25612316	0
sxkbs9	39.77553834	0
sxk93b	14.91035627	0
sxkbk0	42.27480516	0
sxk3eg	31.82261652	0
sxk99n	12.46848343	988
sxk92b	17.45598751	0
sx7fqk	81.7918871	1152
sxk992	13.04317639	0
sxkbm6	44.68619105	653
sxk38t	43.57696075	1264
sxk3kf	29.65333303	0
sx7fw6	82.31770373	0
sxkbg1	32.38188074	463
sxkcer	25.82038743	0
sxkbep	33.18247178	794
sxk94q	14.87584674	0
sxk657	33.61810731	0
sxkc4r	25.20611908	0
sxk8yk	20.32136077	1273
sxk3zr	18.68630697	56
sxkbsj	36.78870941	0
sxk3qr	23.4131709	0
sxk97w	8.467140273	289
